jasc_code,title,ata_chapter,ata_chapter_title,definition,system_level,wiring_code,single_engine_piston,multi_engine_piston,turboprop,business_jet_transport_jet,rotorcraft,notes,source,source_last_updated,source_url
2460,DC Power Distribution System,24,Electrical Power,"The electrical system which provides for connection of DC power to using systems. Does not include using system. Typical parts are main and secondary system buss, circuit breaker, buss tie breaker, limiter, jumper, load motor switch, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2497,Electrical Power System Wiring,24,Electrical Power,For reports indicating a problem with wiring specific to the Electrical Power Systems not reportable in the Power Distribution Systems.,0,1,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2500,Cabin Equipment/Furnishings,25,Equipment/Furnishings,"The removable items of equipment and furnishings mounted or contained in the flight, passenger, cargo, accessory compartments, and areas described in other JASC 2500 series codes shown below. Does not include structure or equipment assigned specifically to other JASC codes.",1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2510,Flight Compartment Equipment,25,Equipment/Furnishings,"The removable equipment and furnishings within the cockpit or crew station of a general nature and not specifically covered in other JASC 2500 series codes. Typical parts are seats, shoulder harnesses, take-up harness reels, seat belts, sun visors, panels, map case, attach brackets and hardware, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2520,Passenger Compartment Equipment,25,Equipment/Furnishings,"The removable equipment and furnishings within the cabin of a general nature and not specifically covered in other JASC codes. Typical parts are seats, seat belts, hat rack, coat closet, panel, including passenger comfort items such as personal blankets, pillows, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2530,Buffet/Galleys,25,Equipment/Furnishings,"For reports pertaining to any of the galley equipment. Typical parts are hot plate, coffeepot, food carts, ovens, tray, pad, relay, switch, connector, dispenser, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2540,Lavatories,25,Equipment/Furnishings,"The units and associated systems and parts located in lavatories. Does not include wash basins and other waste disposal items in JASC code 3830. Typical parts are trash containers, dispensers, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2550,Cargo Compartments,25,Equipment/Furnishings,"The compartments for the storage of baggage and cargo including external mounted pods. Does not include the exterior door, hinges and latches which are filed in JASC code 5230. Typical parts are tie downs, restraint nets, and equipment for loading and unloading cargo (includes external load handling equipment).",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2551,Agricultural Spray System,25,Equipment/Furnishings,"For reports of aerial application equipment such as hopper, tank, spray nozzle, boom, pump, bracket, valve.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2560,Emergency Equipment,25,Equipment/Furnishings,"The components, parts, and systems carried for emergency use other than those specifically referenced in other JASC 2500 series codes. Does not include fire extinguishes, oxygen equipment, and flashlight. Flashlights are filed under JASC code 3350. Escape slide girt bars are filed under this code.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2561,Life Jacket,25,Equipment/Furnishings,For reports of defective parts of life jackets used for flotation of individual persons. Include the life jacket make and model in the report if available.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2562,Emergency Locator Beacon,25,Equipment/Furnishings,"The components transmitting an electronic signal on an emergency frequency to assist in locating a crashed aircraft. Typical parts are impact switch, antenna, battery pack, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2563,Parachute,25,Equipment/Furnishings,For the reporting of defective parts of parachutes used for reducing landing roll distance as well as for personnel jumping. The parachute make and model is beneficial if available.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2564,Life Raft,25,Equipment/Furnishings,"The inflatable component which provides emergency flotation for two or more persons in event of ditching in water. Typical parts are bottle, valve, oral pump, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2565,Escape Slide,25,Equipment/Furnishings,"The inflatable component which enables rapid evacuation from an aircraft cabin to ground level during emergencies on the ground. The slide should be identified by make and model if possible and should include location. Typical parts are valve, bottle, inflation handle, mount brackets, door, latch, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2570,Accessory Compartment,25,Equipment/Furnishings,The compartments for the housing of various components or accessories with insufficient information to file in a more specific JASC 2500 series code.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2571,Battery Box Structure,25,Equipment/Furnishings,"The structure supporting, vents, and provides overboard draining for aircraft batteries. Typical parts are vent cap, drain tube, insulator, cover, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2572,Electronic Shelf Section,25,Equipment/Furnishings,"The shelves and attaching parts supporting the electronic equipment within the fuselage. Does not include the equipment used for equipment cooling such as fans, and blower motors.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2597,Equipment/Furnishings Wiring,25,Equipment/Furnishings,For reports indicating a problem with wiring specific to the Equipment/Furnishing Systems.,0,1,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2600,Fire Protection System,26,Fire Protection,"The fixed and portable units and components which detect and indicate fire or smoke, and store and distribute fire extinguishing agent to all protected areas of the aircraft. For reports of a general nature with insufficient information to file in a more specific JASC 2600 series code.",1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2610,Detection System,26,Fire Protection,The system used to sense and indicate the presence of overheat or fire in all protected areas. Reporting the specific location of the defective part is essential. Use this code when there is insufficient information to file in a more specific JASC 2610 series code.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2611,Smoke Detection,26,Fire Protection,"The system used to sense and indicate the presence of smoke in all protected areas of the aircraft. Reporting the specific location of a defective part is essential. Typical parts are detector, sensor, wiring, relay, amplifier, test circuit, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2612,Fire Detection,26,Fire Protection,"The system used to sense and indicate the presence of fire in all protected areas of the aircraft. Typical parts are detector, sensor, wiring, relay, amplifier, test circuit, etc. Reporting the specific location of a defective part is essential.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
2613,Overheat Detection,26,Fire Protection,"The system used to sense and indicate the presence of an overheat condition in all protected areas of the aircraft. Reporting the specific location of a defective part is essential. Typical parts are detector, sensor, wiring, relay, amplifier, test circuit, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
